,Event,Date,Start Time,Game,Category,Platform,Runners,Host
108,SGDQ2019,2019-06-28,03:53,Super Mario Galaxy 2,Any%,WII,SuperViperT302,KrunchyLex
109,SGDQ2019,2019-06-28,07:20,Pac-Man World,Any%,PSX,Joester98,SmoothOperative
110,SGDQ2019,2019-06-28,08:04,Sly Cooper and the Thievius Raccoonus,All Keys,PS3,Zenthrow,SmoothOperative
111,SGDQ2019,2019-06-28,09:29,Star Fox 64,Red Line All Medals,N64,LylatR,SmoothOperative
112,SGDQ2019,2019-06-28,10:19,Diablo 2: Lord Of Destruction,Necromancer Any% Normal,PC,MrLlamaSC,WeGoGiant
113,SGDQ2019,2019-06-28,12:38,Quake,Easy Run,PC,alexh0w,French Toast
114,SGDQ2019,2019-06-28,13:08,Half-Life,any%,PC,"alexh0w, Msushi",French Toast
115,SGDQ2019,2019-06-28,14:07,Half-Life 2,"New Engine, Inbounds",PC,waezone,French Toast
116,SGDQ2019,2019-06-28,15:20,Hyper Light Drifter,No Major Glitches,PC,CovertMuffin,The_Kov
117,SGDQ2019,2019-06-28,16:14,Minecraft,Any% Random Seed Glitchless,PC,illumina1337,sgrunt
118,SGDQ2019,2019-06-28,17:29,Octopath Traveler,Single Story Bidwar,SWITCH,"altabiscuit, Archariat, Ouro, mamgar",sgrunt
119,SGDQ2019,2019-06-28,19:07,Rockman 4 Minus Infinity,Any%,FC,Kuumba,SakuraTsubasa
120,SGDQ2019,2019-06-28,20:06,Mega Man 2,Difficult Zipless,FC,coolkid,Metman
121,SGDQ2019,2019-06-28,20:44,Mega Man 3,any%,FC,ColonelFatso,Metman
122,SGDQ2019,2019-06-28,21:52,Mega Man 11,Any% Normal No OoB Race,PC,"fastatcc, Qttsix",Edobean
123,SGDQ2019,2019-06-28,22:40,Tetris Effect,Journey Mode (Expert),PS4,HardDrop,Edobean
124,SGDQ2019,2019-06-28,23:33,TASBot plays Tetris,"Mode B, playaround, fastest 999999 by Baxter",NES,dwangoAC,Raelcun
125,SGDQ2019,2019-06-28,23:54,TASBot plays Mario Kart Wii,8 Tracks (IGT: ~10 minutes),WII,dwangoAC,Raelcun
126,SGDQ2019,2019-06-29,00:36,TASbot Plays Celeste,All Berries,PC,Tech Crew,Raelcun
127,SGDQ2019,2019-06-29,01:46,Dark Souls,All Bosses,PC,catalystz,CovertMuffin
128,SGDQ2019,2019-06-29,04:11,The Legend of Zelda: Breath of the Wild,Any% (No Amiibo),SWITCH,Wolhaiksong,st3rf
129,SGDQ2019,2019-06-29,05:03,The Legend of Zelda: Majora's Mask,100%,WII VC,MajinPhil,Patty
130,SGDQ2019,2019-06-29,10:29,Bomberman 64: The Second Attack,Any%,N64,LivelyRaccoon,SamWithoutAPlan
131,SGDQ2019,2019-06-29,11:34,Cannon Spike,Any%,DREAMCAST,Aquas,SimplyAJ
132,SGDQ2019,2019-06-29,11:52,Lara Croft Tomb Raider: Legend,Any%,PC,SmoothOperative,SimplyAJ
133,SGDQ2019,2019-06-29,12:50,Transistor,Low%,PC,fhnnhf,WeGoGiant
134,SGDQ2019,2019-06-29,13:53,The Elder Scrolls V: Skyrim,Main Quest,PC,Chronos_R,WeGoGiant
135,SGDQ2019,2019-06-29,14:55,"Pokemon: Let's Go, Pikachu!/Eevee!",Any%,SWITCH,eddaket,KrunchyLex
136,SGDQ2019,2019-06-29,18:38,Super Mario World,96 Exit,SNES,"truman, TNT, Seathorne",YoBGS
137,SGDQ2019,2019-06-29,20:27,The Legend of Zelda: Ocarina of Time.,any%,WII VC,Torje,Kungfufruitcup
138,SGDQ2019,2019-06-29,21:07,Link to the Past + Super Metroid Combo Randomizer,Co-op Beat the games (But also a race),SNES,"Andy, Ivan",Skybilz
139,SGDQ2019,2019-06-30,00:25,Chrono Trigger,Glitchless 100%,SNES,puwexil,"SporadicErratic, Prolix"
140,SGDQ2019,2019-06-30,06:35,Finale,The End —,,Tech Crew,Staff
1,GDQX2019,2019-09-27,17:51,Celeste,Any%,PC,"TGH, Chaikitty",KungFuFruitCup
2,GDQX2019,2019-09-27,18:33,Bloodstained: Ritual of the Night,Any% No Major Glitches,PC,Kenhie,KungFuFruitCup
3,GDQX2019,2019-09-27,19:43,Luigi's Mansion,Any%,GC,CLG Linkus7,Brossentia
4,GDQX2019,2019-09-27,20:07,Crash Team Racing: Nitro-Fueled,All Cups,PLAYSTATION 4 PRO,ViolinGamer,Brossentia
5,GDQX2019,2019-09-27,21:32,Marvel's Spider-Man,Turf Wars DLC - Ultimate Difficulty,PS4,JHobz,Brossentia
6,GDQX2019,2019-09-27,22:13,Devil May Cry 3: Special Edition,Dante New Game Normal,PC,Waifu_,musical_daredevil
7,GDQX2019,2019-09-27,23:41,Super Mario World,Lunar Dragon,SNES,mystakin,musical_daredevil
8,GDQX2019,2019-09-28,01:33,Super Ryu World 2,100%,SNES,ryukahr,SakuraTsubasa
9,GDQX2019,2019-09-28,02:16,Cadence of Hyrule,Yves,SWITCH,SpootyBiscuit,SakuraTsubasa
10,GDQX2019,2019-09-28,03:15,Zelda II: The Adventure of Link,100% NMG Live Musical Showcase (Co-Op),NES,"mustbetuesdaymusic, megmacattack",SakuraTsubasa
11,GDQX2019,2019-09-28,04:51,Streets of Rage 2,Mania,GENESIS,Anthopants,AnEternalEnigma
12,GDQX2019,2019-09-28,05:55,Rage 2,Any%,PC,danejerus,AnEternalEnigma
13,GDQX2019,2019-09-28,07:43,Shogo: Mobile Armor Division,any%,PC,pmcTRILOGY,SamWithoutAPlan
14,GDQX2019,2019-09-28,08:37,Resident Evil 3: Nemesis,All Bosses,PC,WOLFDNC,SamWithoutAPlan
15,GDQX2019,2019-09-28,09:50,Silent Hill: Homecoming,any%,XBOX 360,tekkie,SamWithoutAPlan
16,GDQX2019,2019-09-28,10:51,Lara Croft Tomb Raider: Anniversary,Any% No Bug Jump,PC,Beckski93,nikasaur
17,GDQX2019,2019-09-28,11:47,Flashback: The Quest for Identity,Any%,GENESIS,Brandooates,nikasaur
18,GDQX2019,2019-09-28,12:25,Jurassic Park,Any% Grant,GENESIS,Brandooates,nikasaur
19,GDQX2019,2019-09-28,12:41,Legend of Hero Tonma,Any%,TG16,LattMackey,nikasaur
20,GDQX2019,2019-09-28,13:02,Rambo,any%,NES,Brossentia,SimplyAJ
21,GDQX2019,2019-09-28,13:38,The Last Ninja,Any%,NES,JSR_,SimplyAJ
22,GDQX2019,2019-09-28,13:55,Fester's Quest,Any%,NES,JSR_,SimplyAJ
23,GDQX2019,2019-09-28,14:30,The Legend of Zelda,Swordless,NES,"JSR_, rooslugs",SimplyAJ
24,GDQX2019,2019-09-28,15:24,Castlevania: Circle of the Moon,Fighter Mode All Bosses,GBA,darrenville,SimplyAJ
25,GDQX2019,2019-09-28,16:17,Shovel Knight: Treasure Trove,Custom Knight Any%,WII U,MunchaKoopas,Jhobz
26,GDQX2019,2019-09-28,17:17,Dead Cells,Any%,PC,"RhinoG, Rockstomb",Lizstar
27,GDQX2019,2019-09-28,17:42,Katana Zero,any% Action only,PC,RhinoG,Lizstar
28,GDQX2019,2019-09-28,18:27,Super Punch-Out!!,Any%,SNES,"zallard1, Hootey",Lizstar
29,GDQX2019,2019-09-28,19:06,Super Mario Bros.,Warpless,NES,"SuperSonic71087, Tecate",Skybilz
30,GDQX2019,2019-09-28,19:53,Super Mario Bros,Any%,NES,"SuperSonic71087, Tecate",Skybilz
31,GDQX2019,2019-09-28,20:16,Super Mario Bros.: The Lost Levels,Warpless D-4 (Mario),SNES,Picante,Skybilz
32,GDQX2019,2019-09-28,21:16,Pokemon White 2,Challenge Mode,NINTENDO DS,PulseEffects,SakuraTsubasa
33,GDQX2019,2019-09-29,01:22,The Legend of Zelda: The Wind Waker,Randomizer,GAMECUBE,"CLG Linkus7, gymnast86",UWUssentia
34,GDQX2019,2019-09-29,03:53,Bloodborne,All Bosses,PLAYSTATION 4,Ahady,musical_daredevil
35,GDQX2019,2019-09-29,05:55,Sekiro: Shadows Die Twice,Shura Unrestricted (Any%),PC,LilAggy,musical_daredevil
36,GDQX2019,2019-09-29,06:37,Paper Mario: The Thousand-Year Door,All Crystal Stars,NINTENDO WII,Yoshi_Zilla,SamWithoutAPlan
37,GDQX2019,2019-09-29,10:45,Katamari Damacy: Reroll,Any%,PC,Mr_Shasta,nikasaur
38,GDQX2019,2019-09-29,11:34,NiGHTS into Dreams HD,All Levels,PC,Imaginary Inkorporated,nikasaur
39,GDQX2019,2019-09-29,12:15,Spark The Electric Jester 2,any% no ELE,PC,FunkMastaDre,nikasaur
40,GDQX2019,2019-09-29,12:53,Tony Hawk's Pro Skater HD,All Goals (No DLC),PC,Biglaw,nikasaur
41,GDQX2019,2019-09-29,13:35,Shrek 2,Any%,PC,Cynaschism,SimplyAJ
42,GDQX2019,2019-09-29,14:14,Return to Zork,Any%,DOS,Lizstar,SimplyAJ
43,GDQX2019,2019-09-29,14:47,Human: Fall Flat,Any%,PC,Retr0virus11,SimplyAJ
44,GDQX2019,2019-09-29,15:13,Irritating Stick,Any%,PS1,PeteDorr,SimplyAJ
45,GDQX2019,2019-09-29,15:34,Mawaza,Any%,PS2,PeteDorr,SimplyAJ
46,GDQX2019,2019-09-29,16:01,Muscle March,Village,WII,tekkie,SimplyAJ
47,GDQX2019,2019-09-29,16:20,The Legend of Zelda: Breath of the Wild,Shrine Rush,WII U,Orcastraw,Lizstar
48,GDQX2019,2019-09-29,18:09,Tetris Attack,VHard% one handed,SNES,Edobean,KungFuFruitCup
49,GDQX2019,2019-09-29,18:39,Tetris 99,Battle Royale Showcase,SWITCH,HardDrop,KungFuFruitCup
50,GDQX2019,2019-09-29,19:25,Super Mario 64 Randomizer,70 Star,N64,360Chrism,Jhobz
51,GDQX2019,2019-09-29,22:26,New Super Mario Bros. Wii,Any%,WII,Yoshi_Zilla,beepsalt
52,GDQX2019,2019-09-29,23:16,Resident Evil 2 (2019),Leon A Standard,PC,Hazeblade,AnEternalEnigma
53,GDQX2019,2019-09-30,00:21,Finale,THE END,TWITCHCON,Tech Crew,
1,AGDQ2020,2020-01-05,17:04,A Hat in Time,Any% Race,PC,"flarebear, Enhu",GhostBird
2,AGDQ2020,2020-01-05,18:06,Metroid: Zero Mission,Any%,GBA,JRP2234,KrunchyLex
3,AGDQ2020,2020-01-05,19:05,Mega Man 7,100%,SNES,PJ,KrunchyLex
4,AGDQ2020,2020-01-05,20:17,Ratchet & Clank Future: Tools of Destruction,Any%,PS3,KillaLombax,Geeketiquette
5,AGDQ2020,2020-01-05,21:39,Star Wars - Escape from Yavin 4: The Lost Maps,Any% no VRGI,PC,CovertMuffin,Geeketiquette
6,AGDQ2020,2020-01-05,22:50,The Binding Of Isaac Afterbirth+,R+7 (S6),PC,StoneAgeMarcus,cartridgeblowers
7,AGDQ2020,2020-01-06,00:26,Super Mario Bros. 3,100% race,NES,"mitchflowerpower, TheHaxor, stewie_cartman",cartridgeblowers
8,AGDQ2020,2020-01-06,02:04,The Legend of Zelda: Skyward Sword,Any%,WII,gymnast86,Kungfufruitcup
9,AGDQ2020,2020-01-06,04:57,Dino Crisis 2,Any%,PS3,WOLFDNC,CovertMuffin
10,AGDQ2020,2020-01-06,06:32,realMyst: Masterpiece Edition,All Pages,PC,Gelly,Prolix
11,AGDQ2020,2020-01-06,07:05,Riven: The Sequel to Myst,Any%,PC,Zaustus,Prolix
12,AGDQ2020,2020-01-06,07:19,Myst III: Exile,Best ending,PC,Admiral Flapjack,Prolix
13,AGDQ2020,2020-01-06,07:42,Bomberman Hero,Any%,N64,Liquid Squid,Patty
14,AGDQ2020,2020-01-06,08:37,Chameleon Twist 2,any%,N64,Necrocopter,Patty
15,AGDQ2020,2020-01-06,09:13,Razor Freestyle Scooter,Any%,N64,tapioca,Patty
16,AGDQ2020,2020-01-06,09:31,Tetrisphere,Rescue 5-10,N64,FFR Pro 21,Patty
17,AGDQ2020,2020-01-06,10:22,Mario & Luigi: Superstar Saga,All Bosses Co-op,GBA,"Sjorec, murmilio",LT_Humphrey
18,AGDQ2020,2020-01-06,13:20,Skyblazer,any%,SNES,Omnigamer,Lizstar
19,AGDQ2020,2020-01-06,14:02,The Legend of the Mystical Ninja,Low% Race,SNES,"KLM1187, Teleo1",Lizstar
20,AGDQ2020,2020-01-06,14:55,ActRaiser,Professional! Mode Race,SNES,"metroidmcfly, sYn",Lizstar
21,AGDQ2020,2020-01-06,15:35,Battletoads & Double Dragon,Any%,SNES,colin,Lizstar
22,AGDQ2020,2020-01-06,16:14,The Great Circus Mystery Starring Mickey & Minnie,Any% Normal,SNES,KingRhodesTn,Lizstar
23,AGDQ2020,2020-01-06,16:58,Donkey Kong Country 3,103%,SNES,V0oid,Skybilz
24,AGDQ2020,2020-01-06,19:13,Sonic Colours,Egg Shuttle,WII,CriticalCyd,Lizstar
25,AGDQ2020,2020-01-06,20:34,Sonic CD (2011),Tails: Beat the Game,PC,"Sonikkustar, flying fox, Finalflame",Lizstar
26,AGDQ2020,2020-01-06,21:20,Sonic 3 & Knuckles,Sonic - Beat the game,GENESIS,"Zaxon96, Joeybaby69",Lizstar
27,AGDQ2020,2020-01-06,22:29,Sonic the Hedgehog (2006),Silver's Story No MSG%,XBOX 360,FocusSight,Lizstar
28,AGDQ2020,2020-01-06,23:43,Fallout Anthology,"Anthology (Main Series, Any%)",PC,tomatoangus,Edobean
29,AGDQ2020,2020-01-07,02:16,The Outer Worlds,Any%,PC,Sharo,YellowKillerBee
30,AGDQ2020,2020-01-07,02:40,Doom: SIGIL,UV-Speed,PC,KingDime,iggyzig
31,AGDQ2020,2020-01-07,03:23,AMID EVIL,any% Out of Bounds,PC,Psych0sis,iggyzig
32,AGDQ2020,2020-01-07,04:11,DOOM (2016),100% Nightmare,PC,ByteMe,CovertMuffin
33,AGDQ2020,2020-01-07,07:28,Bayonetta 2,Any% 2nd Climax,SWITCH,Kap,SmoothOperative
34,AGDQ2020,2020-01-07,09:39,Grand Theft Auto: San Andreas,Any% (No AJS),PC,Reset,AnEternalEnigma
35,AGDQ2020,2020-01-07,14:14,Tron: Evolution,Any% New File,PC,berlindude1,Doctor No
36,AGDQ2020,2020-01-07,15:41,Eagle Island,Official Seed Any% Core Rules,PC,MrDino023,SakuraTsubasa
37,AGDQ2020,2020-01-07,16:49,The Mummy Demastered,any% oob,PC,codepiece,SakuraTsubasa
38,AGDQ2020,2020-01-07,17:34,Hotline Miami,All Masks,PC,Snowfats,YoBGS
39,AGDQ2020,2020-01-07,18:11,Chippy,Crusade,PC,Scrublord,YoBGS
40,AGDQ2020,2020-01-07,18:50,Crowtel Renovations,Croaktel Any%,PC,theboyks,PurpleGhostKasper
41,AGDQ2020,2020-01-07,19:11,Manifold Garden,Any%,PC,Gelly,PurpleGhostKasper
42,AGDQ2020,2020-01-07,19:33,Battletoads (Game Boy),any%,GAME BOY,WizWarioo,PurpleGhostKasper
43,AGDQ2020,2020-01-07,19:54,Adventures of Lolo,Any%,NES,rayeo,cartridgeblowers
44,AGDQ2020,2020-01-07,20:30,Adventure Island II,Any%,NES,TheMexicanRunner,cartridgeblowers
45,AGDQ2020,2020-01-07,21:09,Hebereke,any%,FAMICOM,adef,Sooraya
46,AGDQ2020,2020-01-07,21:53,Ninja Gaiden II: The Dark Sword of Chaos,Any% Race,NES,"jimmypoopins, becored",Sooraya
47,AGDQ2020,2020-01-07,22:21,Super Castlevania IV,Any%,SNES,JoeDamillio,Sooraya
48,AGDQ2020,2020-01-07,23:12,Pokémon Sapphire,Any% Glitchless,GBA,Gunnermaniac,SporadicErratic
49,AGDQ2020,2020-01-08,01:49,Mike Tyson's Punch-Out!!,2 players 1 controller blindfolded,NES,"sinister1, zallard1",Mr. Game and Shout
50,AGDQ2020,2020-01-08,02:24,Terraria,Moonlord Normal Seeded,PC,tvgBadger,Mr. Game and Shout
51,AGDQ2020,2020-01-08,03:56,The Legend of Zelda series,Zelda Relay,NES/SNES,"Pro_JN, BluntBunny, Cantaloupeme, TGH, Rezovayix, rcdrone, JoshRTA, Greenmario, justinman114",GhostBird
52,AGDQ2020,2020-01-08,07:45,Final Fantasy VIII,any% Co-op Relay,PLAYSTATION 2,"Tojju, Muttski, Luzbelheim","Chris From Florida, YoBGS"
53,AGDQ2020,2020-01-08,17:06,Vectorman 2,Cool,GENESIS,Winslinator,Lizstar
54,AGDQ2020,2020-01-08,17:27,Shadow Dancer,Any% Shu - Level 1 (Easy),GENESIS,Cypherin,Lizstar
55,AGDQ2020,2020-01-08,17:49,Shinobi III: Return of the Ninja Master,Kunailess Normal,GENESIS,Faust4712,Lizstar
56,AGDQ2020,2020-01-08,18:33,Mystic Defender,Any%,GENESIS,Zaxon96,Lizstar
57,AGDQ2020,2020-01-08,19:02,Ghouls 'n Ghosts,Any% Race,MEGADRIVE,"Aquas, dosboxfalco",Lizstar
58,AGDQ2020,2020-01-08,19:30,Garfield: Caught in the Act,Any%,GENESIS,janglestorm,Lizstar
59,AGDQ2020,2020-01-08,19:59,Contra: Hard Corps,"Chase/Surrender - JP, Sheena",GENESIS,NickBGoHard,fir_
60,AGDQ2020,2020-01-08,20:40,Blazing Chrome,Arcade Mode (Normal) - Ninja,XBOX ONE,ThePoloKing,fir_
61,AGDQ2020,2020-01-08,21:24,Cybernator,No Napalm,SNES,Elpis,fir_
62,AGDQ2020,2020-01-08,21:49,Super Monkey Ball,All Difficulties No Extras Warpless,GAMECUBE,Helix,Prolix
63,AGDQ2020,2020-01-08,22:40,Teenage Mutant Ninja Turtles (arcade),Any% 1CC,XBOX 360,LRock617,Prolix
64,AGDQ2020,2020-01-08,23:13,Mushihime-sama Futari 1.01,Ultra,XBOX 360,gusto,Prolix
65,AGDQ2020,2020-01-09,00:14,Metal Gear Solid 3: Snake Eater,European Extreme Foxhound,PS3,RaichuMGS,Geeketiquette
66,AGDQ2020,2020-01-09,01:52,The Legend of Zelda: Ocarina of Time,100% No Source Requirement,WII,ZFG,Kungfufruitcup
67,AGDQ2020,2020-01-09,05:25,Cadence of Hyrule,Story Mode,SWITCH,"SpootyBiscuit, Goof",Edobean
68,AGDQ2020,2020-01-09,06:06,Mega Man 4-6,Any% Relay,NES,"ohon, becored, DarkTerrex, Ppotdot1, FeralPigMan, Resistingframe, Sagehero, lookintoad, Notriley4",Edobean
69,AGDQ2020,2020-01-09,08:15,Animorphs (GBC),125%,GBC,Keizaron,Edobean
70,AGDQ2020,2020-01-09,09:23,Super Hydlide,any%,GENESIS,Mike Uyama,Patty
71,AGDQ2020,2020-01-09,10:28,Hoshi wo Miru Hito,any% 1 player 2 controllers,FAMICOM,dowolf,Patty
72,AGDQ2020,2020-01-09,11:26,Sword of the Black Stone,All Bosses & Companions,PC,authorblues,Patty
73,AGDQ2020,2020-01-09,11:46,Castle of Dragon,Any%,NES,Apollo22237,Patty
74,AGDQ2020,2020-01-09,12:05,Wild Animal Sports Day,600% Relay,PC,"Zic3, Bullets, SNeaky, Scrublord",Patty
75,AGDQ2020,2020-01-09,12:19,The Adventures of Rocky and Bullwinkle and Friends,any%,NES,coolkid,YoBGS
76,AGDQ2020,2020-01-09,12:30,Jurassic Park III: Dino Defender,Any%,PC,Winslinator,YoBGS
77,AGDQ2020,2020-01-09,12:54,Cybergenic Ranger: Secret of the Seventh Planet,1 time%,PC,NPC,YoBGS
78,AGDQ2020,2020-01-09,13:30,Mega Man 3: The Robots are Revolting,Any%,PC,Lizstar,YoBGS
79,AGDQ2020,2020-01-09,13:54,Miracle Ropit's Adventure in 2100,Warpless 1-Loop,NES,Smartball,YoBGS
80,AGDQ2020,2020-01-09,14:24,Barbie,Any% Race,NES,"sharif, cajink87",YoBGS
81,AGDQ2020,2020-01-09,14:46,Normy's Beach Babe-O-Rama,beat the game,GENESIS,cook,YoBGS
82,AGDQ2020,2020-01-09,15:12,Doctor Hauzer,Any%,3DO,PeteDorr,Raelcun
83,AGDQ2020,2020-01-09,15:39,Nightcry,Two Survivors,PC,Ecdycis,Raelcun
84,AGDQ2020,2020-01-09,16:46,Fatal Frame,Any% Normal,PS2,Maxylobes,KrunchyLex
85,AGDQ2020,2020-01-09,18:16,Resident Evil 4,New Game Pro,PC,MikeWave,ZoeVermilion
86,AGDQ2020,2020-01-09,20:03,The Last of Us: Left Behind,Any% PS4,PS4,AnthonyCaliber,ZoeVermilion
87,AGDQ2020,2020-01-09,20:21,Jak 2,Any% Race,PLAYSTATION 2,"headstrong1290, sickynar",Sooraya
88,AGDQ2020,2020-01-09,21:44,Marvel's Spider-Man,The Heist Any%,PS4,Pessilist,Sooraya
89,AGDQ2020,2020-01-09,22:39,Earth Defense Force 5,"DLC Mission Pack 1, Fencer Class, Hard Difficulty One-handed",PC,halfcoordinated,Mr. Game and Shout
90,AGDQ2020,2020-01-09,23:43,Devil May Cry 5,New Game Human,PC,DECosmic,AnEternalEnigma
91,AGDQ2020,2020-01-10,01:41,Final Fantasy VI,Any% New Game +,SNES,Neerrm,YellowKillerBee
92,AGDQ2020,2020-01-10,02:39,Destiny 2,Last Wish - All Encounters,PC,"Shockwve, ThePackle, Milkman, Tokeegee, Traderkirk, Alexy Sinclair",Prolix
93,AGDQ2020,2020-01-10,03:27,Fire Emblem: Three Houses,House Bid War,SWITCH,Claris,Chris From Florida
94,AGDQ2020,2020-01-10,05:20,BioShock,Any%,PC,bloodthunder,CovertMuffin
95,AGDQ2020,2020-01-10,06:26,Wolfenstein: Youngblood,Any% Co-op,PC,"TheFuncannon, Bryonato",Prolix
96,AGDQ2020,2020-01-10,07:36,Subnautica,any%,PC,salvner,SporadicErratic
97,AGDQ2020,2020-01-10,08:43,The Sun And Moon,Any%,PC,Gyoo,SporadicErratic
98,AGDQ2020,2020-01-10,09:10,140,Any%,PC,v_input_output,SporadicErratic
99,AGDQ2020,2020-01-10,09:39,Squidlit,All Bosses,PC,nucular,KrunchyLex
100,AGDQ2020,2020-01-10,09:56,Action Henk,All Levels,PC,badBlackShark,KrunchyLex
101,AGDQ2020,2020-01-10,10:32,Super Fancy Pants Adventure,Any% NG+,PC,EyeOf_Newt,KrunchyLex
102,AGDQ2020,2020-01-10,11:08,Vampire: The Masquerade - Bloodlines,Any% Nosferatu,PC,Valvinraim,AnEternalEnigma
103,AGDQ2020,2020-01-10,12:12,Gato Roboto,Any% - Unrestricted,PC,"RiskyCB, SNeaky, shedd",fir_
104,AGDQ2020,2020-01-10,12:49,Darkened Skye,Taste the Rainbow,PC,Lizstar,fir_
105,AGDQ2020,2020-01-10,13:50,Touhou Luna Nights,Reverse Boss Order,PC,Sean_A,fir_
106,AGDQ2020,2020-01-10,14:33,VVVVVV,Glitchless 100%,PC,mohoc,fir_
107,AGDQ2020,2020-01-10,15:14,Celeste,Farewell,PC,flarebear,iggyzig
108,AGDQ2020,2020-01-10,15:46,PAC-MAN Championship Edition DX+,All Time Trials (+DLC),PC,teapartycthulu,LT_Humphrey
109,AGDQ2020,2020-01-10,16:38,Pac-Man Arrangement,Any%,GBA,Joester98,LT_Humphrey
110,AGDQ2020,2020-01-10,17:06,Pokemon X/Y,Any%,3DS,wartab,Geeketiquette
111,AGDQ2020,2020-01-10,21:30,Mega Man X4,Zero 100%,PC,Qttsix,Cutethulhoo
112,AGDQ2020,2020-01-10,22:23,Mega Man X3,100%,SNES,darrenville,Cutethulhoo
113,AGDQ2020,2020-01-10,23:24,Mega Man X,100% Race,SNES,"Tokyo90, darrenville, Clipper1, Soppanaama",Cutethulhoo
114,AGDQ2020,2020-01-11,00:24,TASBot plays Super Mario Bros. 3,"Warps by Lord Tom, Tompa & Maru",NES,"dwangoAC, TASBot, TiKevin83",Raelcun
115,AGDQ2020,2020-01-11,00:40,TASBot plays Super Mario Bros. 2,Warpless by Aglar and AndrewG,NES,"dwangoAC, TASBot, TiKevin83",Raelcun
116,AGDQ2020,2020-01-11,01:05,TASBot Plays Pokémon Blue,No Save Corruption,GAME BOY,"dwangoAC, TASBot, TiKevin83, Gifvex",Raelcun
117,AGDQ2020,2020-01-11,01:31,The Legend of Zelda: The Wind Waker,Any%,WII,CLG Linkus7,Mr. Game and Shout
118,AGDQ2020,2020-01-11,03:14,Super Mario 64 Randomizer,70 Star,WII VC,"Puncayshun, 360Chrism, Simply",Raelcun
119,AGDQ2020,2020-01-11,04:39,Super Mario World,One Mind 11 Exit Coop,SNES,"authorblues, LackAttack24",CovertMuffin
120,AGDQ2020,2020-01-11,05:17,Dark Souls,Any%,PC,Regole,CovertMuffin
121,AGDQ2020,2020-01-11,06:06,Control,Any%,PC,Bryonato,Prolix
122,AGDQ2020,2020-01-11,07:41,Trauma Center: New Blood,All Operations XS Rank,WII,Thurler,GhostBird
123,AGDQ2020,2020-01-11,10:54,Bonk's Adventure,Any%,TG-16,greatjhon,Sooraya
124,AGDQ2020,2020-01-11,11:33,Tony Hawk's Project 8,Any% (360/PS3),XBOX 360,ThePackle,KrunchyLex
125,AGDQ2020,2020-01-11,12:30,Jumping Flash!,Any%,PSX,Joester98,KrunchyLex
126,AGDQ2020,2020-01-11,13:19,Kuru Kuru Kururin,Any% (Normal),GBA,mohoc,Edobean
127,AGDQ2020,2020-01-11,13:41,Super Cat Bros,Any%,IPAD,MrUppercaseT,Edobean
128,AGDQ2020,2020-01-11,14:24,Castlevania: The Dracula X Chronicles,Bad Ending,PSTV,Satoryu,Sooraya
129,AGDQ2020,2020-01-11,15:02,Kingdom Hearts: Birth by Sleep Final Mix HD,Critical/Level 1 Any% Character Bid War,PS4,Pessilist,iggyzig
130,AGDQ2020,2020-01-11,16:07,Blasphemous,All Bosses - Glitched,PC,teddyras,cartridgeblowers
131,AGDQ2020,2020-01-11,17:13,Katana Zero,All Stages,PC,yisk,SakuraTsubasa
132,AGDQ2020,2020-01-11,17:58,Clone Hero (Guitar Hero),Guitar Hero Showcase,PC,FrostedGH,LT_Humphrey
133,AGDQ2020,2020-01-11,19:11,The Legend of Zelda: A Link to the Past Randomizer,"Open Mode, Crowd Control Difficulty",SNES,"Andy, Warp World",fir_
134,AGDQ2020,2020-01-11,23:09,Sekiro: Shadows Die Twice,All Memories & All Beads,PC,LilAggy,iggyzig
135,AGDQ2020,2020-01-12,00:57,Untitled Goose Game,All Main Tasks,PC,Tasselfoot,iggyzig
136,AGDQ2020,2020-01-12,01:42,Super Mario Maker 2,4v4 Blind Relay Race,SWITCH,"Carl Sagan, grandpoobear, PangaeaPanga, Barbarian, juzcook, ryukahr, Aurateur, Thabeast721",Skybilz
137,AGDQ2020,2020-01-12,03:00,Super Mario Maker 2 TAS,TAS,SWITCH,TASBot,Skybilz
138,AGDQ2020,2020-01-12,03:20,The Legend of Zelda: Link's Awakening (2019),Any%,SWITCH,TGH,SporadicErratic
139,AGDQ2020,2020-01-12,05:04,Super Metroid Impossible,Any%,SNES,Oatsngoats,AnEternalEnigma
140,AGDQ2020,2020-01-12,07:31,Finale,The End —,,Various,AnEternalEnigma
